,Air_Temp_DEGC,Soil_Temp_DEGC,Soil_Classification,Crop,Fert_Ammend_Class,target
5302,0.0,0.0,4.0,0.0,3.0,0.0
6355,0.0,0.0,4.0,4.0,3.0,0.0
11,0.0,0.0,6.0,0.0,3.0,814.1808959
5830,0.0,0.0,4.0,0.0,1.0,0.0
3174,27.23333333,22.3,2.0,0.0,3.0,27126.05585
2886,23.2,21.85,2.0,0.0,3.0,27312.981160000007
4901,30.9,28.0,5.0,0.0,3.0,31272.684760000004
979,11.85,8.4,6.0,0.0,1.0,2132.9396070000007
3327,0.0,0.0,2.0,0.0,3.0,40906.42776000001
3018,0.0,0.0,2.0,0.0,3.0,31049.21755
2457,13.91,0.0,1.0,1.0,2.0,7806.748631999999
2346,19.74,0.0,1.0,0.0,2.0,19505.15408
3029,27.23333333,22.3,2.0,0.0,3.0,26270.67849
5877,0.0,0.0,4.0,4.0,3.0,0.0
6727,0.0,0.0,4.0,3.0,1.0,0.0
298,0.0,0.0,6.0,0.0,3.0,602.0465066
464,0.0,0.0,6.0,0.0,1.0,1383.668308
3829,0.0,0.0,2.0,0.0,2.0,12639.48435
4350,0.0,9.5,8.0,1.0,3.0,5121.13
7042,0.0,0.0,4.0,3.0,1.0,0.0
4941,30.7,20.0,5.0,0.0,3.0,39476.60954
6392,0.0,0.0,4.0,4.0,3.0,0.0
4177,28.9,23.6,2.0,0.0,3.0,29451.45572
4328,0.0,14.22222222,8.0,2.0,3.0,16108.39
1787,3.157,0.0,1.0,1.0,2.0,3666.495375
5519,0.0,0.0,0.0,0.0,3.0,0.0
6703,0.0,0.0,4.0,3.0,1.0,0.0
5441,0.0,0.0,4.0,4.0,3.0,0.0
1421,16.6875,14.6,7.0,3.0,1.0,25685.98893
6493,0.0,0.0,4.0,0.0,1.0,0.0
7076,0.0,0.0,4.0,3.0,1.0,0.0
7413,0.0,0.0,4.0,3.0,1.0,0.0
2374,23.71,0.0,1.0,0.0,1.0,14670.50975
678,0.0,0.0,6.0,0.0,1.0,517.8953488
2084,8.0,0.0,1.0,1.0,2.0,4671.508346000001
5684,0.0,0.0,4.0,4.0,3.0,0.0
3812,28.36666667,22.075,2.0,0.0,2.0,18037.25671
806,0.0,0.0,6.0,0.0,0.0,1142.687372
2904,0.0,0.0,2.0,0.0,3.0,28883.14795
205,7.05,0.0,6.0,0.0,0.0,623.4278115000002
546,12.65,0.0,6.0,0.0,3.0,858.5262266000002
6267,0.0,0.0,4.0,4.0,3.0,0.0
3907,0.0,0.0,2.0,0.0,3.0,40115.9451
5642,0.0,0.0,4.0,4.0,3.0,0.0
5074,-3.4755102,0.0,5.0,0.0,3.0,506.64631839999987
1014,23.3375,21.05,7.0,3.0,2.0,8075.692898
1607,8.4,0.0,1.0,1.0,1.0,670.9283046
5899,0.0,0.0,4.0,4.0,3.0,0.0
2780,0.0,0.0,2.0,0.0,3.0,19838.39784
2278,5.98,0.0,1.0,1.0,1.0,1190.838338
203,0.0,0.0,6.0,0.0,0.0,764.6097573
3024,28.2,24.05,2.0,0.0,3.0,27683.13417
2997,0.0,0.0,2.0,0.0,3.0,17449.924919999998
3225,28.2,24.675,2.0,0.0,3.0,22399.04268
614,0.0,0.0,6.0,0.0,3.0,397.833614
1682,5.5,0.0,1.0,1.0,2.0,3448.08625
4625,0.0,17.77777778,8.0,1.0,3.0,9504.4269
4254,0.0,21.11111111,8.0,1.0,3.0,16769.354
5086,-3.37959184,0.0,5.0,0.0,3.0,1470.118839
6612,0.0,0.0,4.0,3.0,1.0,0.0
687,0.0,0.0,6.0,0.0,1.0,916.5219946
1964,23.98,0.0,1.0,1.0,2.0,11377.20694
3471,24.86666667,22.175,2.0,0.0,1.0,36281.38931000001
2541,0.0,0.0,2.0,0.0,3.0,48052.90715
5754,0.0,0.0,4.0,4.0,3.0,0.0
3342,0.0,0.0,2.0,0.0,3.0,31136.38685
5111,11.73333333,8.3,5.0,0.0,3.0,12121.73455
908,0.0,0.0,6.0,0.0,1.0,574.7053917999998
2935,28.2,24.675,2.0,0.0,3.0,20311.87292
2418,12.9,0.0,1.0,1.0,3.0,3859.449727
2363,25.87,0.0,1.0,0.0,1.0,12451.29258
1423,22.6,26.85,7.0,3.0,1.0,14710.36906
7744,0.0,0.0,4.0,3.0,1.0,0.0
637,0.0,0.0,6.0,0.0,3.0,855.5325132999999
6155,0.0,0.0,4.0,0.0,1.0,0.0
5643,0.0,0.0,4.0,4.0,3.0,0.0
1995,18.15,0.0,1.0,1.0,1.0,4854.737694
1198,27.9375,25.4,7.0,3.0,2.0,8963.574773999999
1297,0.4875,-1.15,7.0,3.0,1.0,2242.039153
1567,7.5,0.0,1.0,1.0,2.0,16837.7176
7410,0.0,0.0,4.0,3.0,1.0,0.0
3983,0.0,0.0,2.0,0.0,3.0,16506.41652
7134,0.0,0.0,4.0,3.0,1.0,0.0
3080,28.2,24.675,2.0,0.0,3.0,23776.15017
576,0.0,0.0,6.0,0.0,3.0,851.3203555
5171,0.0,0.0,4.0,4.0,3.0,0.0
3218,24.86666667,23.95,2.0,0.0,3.0,38273.95328
3235,0.0,0.0,2.0,0.0,3.0,17973.40449
3127,21.63333333,19.0,2.0,0.0,3.0,19486.89799
1698,8.8,0.0,1.0,1.0,3.0,4067.95325
5629,0.0,0.0,4.0,0.0,3.0,0.0
4904,30.9,25.0,5.0,0.0,3.0,23239.31958
3264,0.0,0.0,2.0,0.0,3.0,25263.67834
3889,29.63333333,24.8,2.0,0.0,3.0,32794.90949
3014,0.0,0.0,2.0,0.0,3.0,23605.88086
2599,0.0,0.0,2.0,0.0,3.0,32963.42419
4497,0.0,11.61111111,8.0,1.0,3.0,4641.1712
7247,0.0,0.0,4.0,3.0,1.0,0.0
361,0.0,0.0,6.0,0.0,3.0,839.3130733999999
661,0.0,0.0,6.0,0.0,3.0,1739.638025
3203,0.0,0.0,2.0,0.0,3.0,35043.903119999995
7531,0.0,0.0,4.0,3.0,1.0,0.0
716,0.0,0.0,6.0,0.0,1.0,1210.457683
3074,0.0,0.0,2.0,0.0,3.0,31459.761510000004
7686,0.0,0.0,4.0,3.0,1.0,0.0
932,0.0,0.0,6.0,0.0,1.0,1236.232835
3770,27.63333333,22.825,2.0,0.0,2.0,64332.32487999999
2917,0.0,0.0,2.0,0.0,3.0,25067.58302
2629,24.9,21.2,2.0,0.0,3.0,25126.64371
7584,0.0,0.0,4.0,3.0,1.0,0.0
317,0.0,0.0,6.0,0.0,3.0,433.554565
874,0.0,0.0,6.0,0.0,2.0,815.9997612000002
6924,0.0,0.0,4.0,3.0,1.0,0.0
5841,0.0,0.0,4.0,0.0,1.0,0.0
6460,0.0,0.0,4.0,4.0,3.0,0.0
615,0.0,0.0,6.0,0.0,3.0,454.9358281
417,0.0,0.0,6.0,0.0,3.0,2072.635326
7764,0.0,0.0,4.0,3.0,1.0,0.0
7486,0.0,0.0,4.0,3.0,1.0,0.0
3852,21.63333333,19.0,2.0,0.0,3.0,24376.5171
4593,0.0,17.83333333,8.0,1.0,3.0,8873.248
4418,0.0,5.83333333,8.0,1.0,3.0,3843.455
1160,23.775,15.55,7.0,3.0,2.0,6050.045436
2858,27.3,24.95,2.0,0.0,3.0,25552.98778
7763,0.0,0.0,4.0,3.0,1.0,0.0
383,0.0,0.0,6.0,0.0,3.0,1295.175969
2728,0.0,0.0,2.0,0.0,3.0,32291.00437
2575,26.83333333,23.875,2.0,0.0,3.0,25147.97438
3032,0.0,0.0,2.0,0.0,3.0,25393.64877
3677,0.0,0.0,2.0,0.0,2.0,17124.58221
95,0.0,0.0,6.0,0.0,1.0,664.2367883999998
303,0.0,0.0,6.0,0.0,3.0,470.5656508
270,0.0,0.0,6.0,0.0,3.0,579.9943591
2890,0.0,0.0,2.0,0.0,3.0,31106.504310000004
2369,26.84,0.0,1.0,0.0,2.0,11674.46692
2483,3.192,0.0,1.0,1.0,2.0,1596.359344
2004,13.91,0.0,1.0,1.0,2.0,11670.74071
2522,6.706,0.0,1.0,1.0,2.0,0.0
2528,4.1,0.0,1.0,1.0,2.0,0.0
2711,28.0,22.475,2.0,0.0,3.0,18756.16791
7382,0.0,0.0,4.0,3.0,1.0,0.0
4339,0.0,14.5,8.0,1.0,3.0,4243.818
6408,0.0,0.0,4.0,4.0,3.0,0.0
4188,0.0,0.0,2.0,0.0,3.0,27012.09435
4276,0.0,26.94444444,8.0,1.0,3.0,22593.466
2366,20.8,0.0,1.0,0.0,3.0,11048.12965
6561,0.0,0.0,4.0,0.0,1.0,0.0
1670,12.6,0.0,1.0,1.0,2.0,8132.420847
6105,0.0,0.0,4.0,4.0,3.0,0.0
6472,0.0,0.0,4.0,4.0,3.0,0.0
3877,0.0,0.0,2.0,0.0,3.0,25090.37973
3539,0.0,0.0,2.0,0.0,1.0,14567.471919999998
6262,0.0,0.0,4.0,0.0,1.0,0.0
3162,28.9,23.6,2.0,0.0,3.0,31295.39422
3516,0.0,0.0,2.0,0.0,1.0,22972.40367
4432,0.0,6.27777778,8.0,1.0,3.0,19050.246
3574,0.0,0.0,2.0,0.0,2.0,28008.31744
5760,0.0,0.0,4.0,0.0,1.0,0.0
818,0.0,0.0,6.0,0.0,0.0,1620.1931539999996
6252,0.0,0.0,4.0,0.0,1.0,0.0
3020,0.0,0.0,2.0,0.0,3.0,33667.73562
4984,12.6,6.0,5.0,0.0,3.0,0.0
4567,0.0,14.83333333,8.0,1.0,3.0,12244.6561
2076,10.21,0.0,1.0,1.0,3.0,4939.619486
4162,0.0,0.0,2.0,0.0,3.0,22374.21057
6346,0.0,0.0,4.0,0.0,1.0,0.0
3968,0.0,0.0,2.0,0.0,3.0,18464.71939
3619,0.0,0.0,2.0,0.0,2.0,28200.2001
2861,0.0,0.0,2.0,0.0,3.0,19546.80003
5325,0.0,0.0,4.0,0.0,3.0,0.0
6321,0.0,0.0,4.0,0.0,1.0,0.0
2889,0.0,0.0,2.0,0.0,3.0,30158.12352
1013,20.0125,19.8,7.0,3.0,2.0,17062.05845
7012,0.0,0.0,4.0,3.0,1.0,0.0
2691,0.0,0.0,2.0,0.0,3.0,24433.34495
6217,0.0,0.0,4.0,4.0,3.0,0.0
7617,0.0,0.0,4.0,3.0,1.0,0.0
3110,23.96666667,22.25,2.0,0.0,3.0,21249.26738
4292,0.0,19.38888889,8.0,1.0,3.0,11001.862
6459,0.0,0.0,4.0,4.0,3.0,0.0
820,0.0,0.0,6.0,0.0,0.0,1706.415816
7849,0.0,0.0,4.0,3.0,1.0,0.0
5964,0.0,0.0,4.0,4.0,3.0,0.0
1643,6.6,0.0,1.0,1.0,2.0,5229.83799
7640,0.0,0.0,4.0,3.0,1.0,0.0
4343,0.0,14.55555556,8.0,1.0,3.0,5625.644
2105,3.995,0.0,1.0,1.0,2.0,3549.7855700000005
3525,0.0,0.0,2.0,0.0,1.0,16589.170280000002
632,0.0,0.0,6.0,0.0,3.0,926.5431203
1943,12.59,0.0,1.0,1.0,3.0,12530.63361
378,0.0,0.0,6.0,0.0,3.0,1051.407393
1376,32.1375,25.4,7.0,3.0,1.0,10569.27077
183,0.0,0.0,6.0,0.0,2.0,2475.969175
2900,27.63333333,22.825,2.0,0.0,3.0,37095.41633
2476,3.995,0.0,1.0,1.0,2.0,6615.805921
3665,24.13333333,19.725,2.0,0.0,2.0,14865.49555
7341,0.0,0.0,4.0,3.0,1.0,0.0
5757,0.0,0.0,4.0,0.0,1.0,0.0
7496,0.0,0.0,4.0,3.0,1.0,0.0
2715,19.83333333,19.875,2.0,0.0,3.0,12698.55719
3778,25.66666667,21.0,2.0,0.0,2.0,36222.34365
256,0.0,0.0,6.0,0.0,0.0,898.3146728
3853,0.0,0.0,2.0,0.0,3.0,27253.83146
6528,0.0,0.0,4.0,4.0,3.0,0.0
4404,0.0,8.38888889,8.0,1.0,3.0,7710.75
1774,9.65,0.0,1.0,1.0,1.0,1534.954385
7165,0.0,0.0,4.0,3.0,1.0,0.0
5150,19.6725,13.9,5.0,0.0,3.0,32150.8534
5914,0.0,0.0,0.0,0.0,1.0,0.0
1147,30.5,22.35,7.0,3.0,2.0,27967.35696
2931,0.0,0.0,2.0,0.0,3.0,24834.58406
1887,7.83,0.0,1.0,1.0,3.0,2200.009347
1741,12.0,0.0,1.0,1.0,2.0,4524.0844590000015
7174,0.0,0.0,4.0,3.0,1.0,0.0
4581,0.0,16.72222222,8.0,1.0,3.0,3867.6526
5623,0.0,0.0,4.0,0.0,3.0,0.0
6403,0.0,0.0,4.0,4.0,3.0,0.0
5888,0.0,0.0,4.0,0.0,1.0,0.0
7684,0.0,0.0,4.0,3.0,1.0,0.0
5659,0.0,0.0,4.0,4.0,3.0,0.0
5737,0.0,0.0,4.0,4.0,3.0,0.0
2849,0.0,0.0,2.0,0.0,3.0,16485.95535
4419,0.0,7.5,8.0,1.0,3.0,2989.4764
7559,0.0,0.0,4.0,3.0,1.0,0.0
2899,0.0,0.0,2.0,0.0,3.0,37193.53956000001
6480,0.0,0.0,4.0,4.0,3.0,0.0
3570,0.0,0.0,2.0,0.0,2.0,20467.78253
1624,7.3,0.0,1.0,1.0,1.0,2320.644428
1597,10.1,0.0,1.0,1.0,2.0,1395.869267
4983,12.6,4.0,5.0,0.0,3.0,8354.820408
2539,0.0,0.0,2.0,0.0,3.0,32481.76393
991,0.0,0.0,6.0,0.0,3.0,685.1303886
2325,19.21,0.0,1.0,0.0,1.0,7631.024226
4657,0.0,16.61111111,8.0,1.0,3.0,19238.8353
7740,0.0,0.0,4.0,3.0,1.0,0.0
853,0.0,0.0,6.0,0.0,2.0,886.2740717
782,0.0,0.0,6.0,0.0,0.0,1050.573945
2201,9.35,0.0,1.0,1.0,1.0,2072.320497
2012,13.91,0.0,1.0,1.0,3.0,7245.114898000002
983,0.0,0.0,6.0,0.0,3.0,746.1109722
2039,8.43,0.0,1.0,1.0,2.0,9584.408795
5553,0.0,0.0,4.0,4.0,3.0,0.0
1652,7.46,0.0,1.0,1.0,2.0,13227.32653
5094,15.225,1.9,5.0,0.0,3.0,2674.623562
5467,0.0,0.0,4.0,4.0,3.0,0.0
423,0.0,0.0,6.0,0.0,3.0,3027.004451
2432,5.0760000000000005,0.0,1.0,1.0,1.0,650.3414792
6541,0.0,0.0,4.0,0.0,1.0,0.0
746,0.0,0.0,6.0,0.0,0.0,865.1357206
4945,30.7,20.0,5.0,0.0,3.0,29381.82862
3893,0.0,0.0,2.0,0.0,3.0,38984.521
1220,12.8625,5.05,7.0,3.0,2.0,4355.676888
1951,13.35,0.0,1.0,1.0,1.0,9860.543827
4525,0.0,15.55555556,8.0,1.0,3.0,19424.7128
6921,0.0,0.0,4.0,3.0,1.0,0.0
4796,0.0,15.61111111,8.0,1.0,3.0,2579.0857
3062,0.0,0.0,2.0,0.0,3.0,20790.12924
2302,14.26,0.0,1.0,0.0,2.0,19658.76742
3775,23.3,19.525,2.0,0.0,2.0,36715.61824
5539,0.0,0.0,4.0,4.0,3.0,0.0
5892,0.0,0.0,4.0,0.0,1.0,0.0
1242,23.3375,21.15,7.0,3.0,1.0,4256.953553
4286,0.0,18.27777778,8.0,1.0,3.0,16818.226000000002
996,0.0,0.0,6.0,0.0,3.0,701.7153059
6925,0.0,0.0,4.0,3.0,1.0,0.0
3926,0.0,0.0,2.0,0.0,3.0,27204.15373
4412,0.0,9.44444444,8.0,1.0,3.0,4511.72
7636,0.0,0.0,4.0,3.0,1.0,0.0
7285,0.0,0.0,4.0,3.0,1.0,0.0
1046,23.775,16.6,7.0,3.0,2.0,6008.511955
501,0.0,0.0,6.0,0.0,1.0,2627.082112
4559,0.0,15.05555556,8.0,1.0,3.0,6299.6008
3524,0.0,0.0,2.0,0.0,1.0,17083.11181
1649,7.46,0.0,1.0,1.0,2.0,5397.349644
3975,0.0,0.0,2.0,0.0,3.0,23533.62919
7446,0.0,0.0,4.0,3.0,1.0,0.0
2856,28.0,22.475,2.0,0.0,3.0,19886.65275
7722,0.0,0.0,4.0,3.0,1.0,0.0
7132,0.0,0.0,4.0,3.0,1.0,0.0
839,0.0,0.0,6.0,0.0,2.0,280.8633082
3431,0.0,0.0,2.0,0.0,1.0,19899.47338
249,0.0,0.0,6.0,0.0,0.0,682.0984248999998
140,0.0,0.0,6.0,0.0,2.0,1788.0743489999998
3393,22.26666667,21.375,2.0,0.0,3.0,14787.75539
151,14.1,0.0,6.0,0.0,2.0,1674.770972
6982,0.0,0.0,4.0,3.0,1.0,0.0
5647,0.0,0.0,4.0,4.0,3.0,0.0
284,7.05,0.0,6.0,0.0,3.0,1326.660101
5818,0.0,0.0,4.0,4.0,3.0,0.0
3003,27.3,24.95,2.0,0.0,3.0,29130.9019
4206,0.0,0.0,2.0,0.0,3.0,32671.5872
2148,3.192,0.0,1.0,1.0,1.0,637.3842658
3993,0.0,0.0,2.0,0.0,3.0,27504.81092
5755,0.0,0.0,4.0,4.0,3.0,0.0
6412,0.0,0.0,4.0,4.0,3.0,0.0
1247,31.0375,27.1,7.0,3.0,1.0,3148.989972
4243,0.0,21.22222222,8.0,1.0,3.0,12874.792
2151,-0.711,0.0,1.0,1.0,2.0,2534.6768420000008
6057,0.0,0.0,0.0,0.0,1.0,0.0
1168,9.9125,9.45,7.0,3.0,2.0,2989.494002
5385,0.0,0.0,4.0,4.0,3.0,0.0
947,0.0,0.0,6.0,0.0,1.0,1194.533139
5391,0.0,0.0,0.0,0.0,3.0,0.0
106,0.0,0.0,6.0,0.0,1.0,1389.777093
6848,0.0,0.0,4.0,3.0,1.0,0.0
7461,0.0,0.0,4.0,3.0,1.0,0.0
6706,0.0,0.0,4.0,3.0,1.0,0.0
5611,0.0,0.0,4.0,4.0,3.0,0.0
3372,25.73333333,24.275,2.0,0.0,3.0,16992.55016
7287,0.0,0.0,4.0,3.0,1.0,0.0
105,0.0,0.0,6.0,0.0,1.0,1314.628141
381,0.0,0.0,6.0,0.0,3.0,1197.668538
6018,0.0,0.0,4.0,4.0,3.0,0.0
2774,24.9,21.2,2.0,0.0,3.0,26665.68304
7796,0.0,0.0,4.0,3.0,1.0,0.0
3377,28.36666667,22.075,2.0,0.0,3.0,16540.118440000002
6937,0.0,0.0,4.0,3.0,1.0,0.0
268,11.85,0.0,6.0,0.0,0.0,2576.8972710000007
7667,0.0,0.0,4.0,3.0,1.0,0.0
3401,0.0,0.0,2.0,0.0,3.0,20075.14305
2100,3.995,0.0,1.0,1.0,2.0,12211.76594
4924,25.9,20.0,5.0,0.0,3.0,35033.63633
5339,0.0,0.0,4.0,4.0,3.0,0.0
939,0.0,0.0,6.0,0.0,1.0,1373.711916
4467,0.0,10.27777778,8.0,1.0,3.0,12729.9342
7046,0.0,0.0,4.0,3.0,1.0,0.0
4088,24.86666667,23.95,2.0,0.0,3.0,32682.52685
3713,0.0,0.0,2.0,0.0,2.0,27541.03905
6896,0.0,0.0,4.0,3.0,1.0,0.0
717,0.0,0.0,6.0,0.0,1.0,1172.821727
593,-0.7,0.0,6.0,0.0,3.0,239.9427881
3290,0.0,0.0,2.0,0.0,3.0,22490.31818
7362,0.0,0.0,4.0,3.0,1.0,0.0
5177,0.0,0.0,4.0,4.0,3.0,0.0
2372,26.84,0.0,1.0,0.0,3.0,18620.00462
1867,14.42,0.0,1.0,1.0,3.0,3174.389855
3881,0.0,0.0,2.0,0.0,3.0,26294.40942
4875,16.9,15.0,5.0,0.0,3.0,8529.611105
1953,22.15,0.0,1.0,1.0,2.0,18107.93024
373,0.0,0.0,6.0,0.0,3.0,845.2084236
7745,0.0,0.0,4.0,3.0,1.0,0.0
3997,21.63333333,19.0,2.0,0.0,3.0,25095.59251
5444,0.0,0.0,4.0,4.0,3.0,0.0
6396,0.0,0.0,4.0,4.0,3.0,0.0
238,0.0,0.0,6.0,0.0,0.0,821.9029653
1666,12.33,0.0,1.0,1.0,1.0,6198.705218
2686,0.0,0.0,2.0,0.0,3.0,26894.936960000006
4457,0.0,8.44444444,8.0,2.0,3.0,17259.415
2683,16.06666667,16.025,2.0,0.0,3.0,21331.37082
5312,0.0,0.0,0.0,0.0,3.0,0.0
306,0.0,0.0,6.0,0.0,3.0,391.6771372
2876,0.0,0.0,2.0,0.0,3.0,42711.81906
3460,0.0,0.0,2.0,0.0,1.0,41364.49606000001
3640,0.0,0.0,2.0,0.0,2.0,28061.09878
7126,0.0,0.0,4.0,3.0,1.0,0.0
5271,0.0,0.0,4.0,0.0,3.0,0.0
2271,18.42,0.0,1.0,1.0,1.0,3774.404158
1275,21.7875,17.8,7.0,3.0,1.0,4293.798778
2540,20.13333333,18.975,2.0,0.0,3.0,34483.42533
7517,0.0,0.0,4.0,3.0,1.0,0.0
993,0.0,0.0,6.0,0.0,3.0,688.0911932999999
926,0.0,0.0,6.0,0.0,1.0,1070.481024
7110,0.0,0.0,4.0,3.0,1.0,0.0
6148,0.0,0.0,4.0,0.0,1.0,0.0
2739,27.23333333,22.3,2.0,0.0,3.0,29815.65333
1040,19.575,18.05,7.0,3.0,2.0,4774.052139
3081,0.0,0.0,2.0,0.0,3.0,19367.545980000006
5617,0.0,0.0,4.0,4.0,3.0,0.0
4961,11.0,10.0,5.0,0.0,3.0,14631.63165
1982,18.15,0.0,1.0,1.0,2.0,7812.824538
3943,24.86666667,23.95,2.0,0.0,3.0,28084.96103
5268,0.0,0.0,4.0,4.0,3.0,0.0
7105,0.0,0.0,4.0,3.0,1.0,0.0
481,0.0,0.0,6.0,0.0,1.0,839.3516155
3789,24.9,21.2,2.0,0.0,2.0,35339.37134
3962,21.0,19.925,2.0,0.0,3.0,19039.28497
2499,9.44,0.0,1.0,1.0,1.0,1377.128368
2577,24.23333333,23.2,2.0,0.0,3.0,32193.77756
5003,6.0,3.0,5.0,0.0,3.0,7145.738161
7118,0.0,0.0,4.0,3.0,1.0,0.0
5719,0.0,0.0,4.0,0.0,1.0,0.0
7251,0.0,0.0,4.0,3.0,1.0,0.0
6150,0.0,0.0,0.0,0.0,1.0,0.0
2435,9.35,0.0,1.0,1.0,2.0,3408.368961
3670,0.0,0.0,2.0,0.0,2.0,14412.29685
4986,12.6,3.0,5.0,0.0,3.0,10190.84121
4613,0.0,20.33333333,8.0,1.0,3.0,4202.4258
6216,0.0,0.0,4.0,4.0,3.0,0.0
4630,0.0,18.16666667,8.0,1.0,3.0,12920.7287
5939,0.0,0.0,4.0,0.0,1.0,0.0
5101,15.25178571,1.1,5.0,0.0,3.0,6657.104906000001
2510,8.68,0.0,1.0,1.0,2.0,2002.257451
2331,27.27,0.0,1.0,0.0,2.0,32712.31022
2096,8.0,0.0,1.0,1.0,1.0,4316.391699
4644,0.0,19.88888889,8.0,1.0,3.0,7989.6184
3211,25.16666667,22.45,2.0,0.0,3.0,33471.97131
4215,0.0,0.0,2.0,0.0,3.0,25462.43003
809,0.0,0.0,6.0,0.0,0.0,1232.191177
4151,26.53333333,23.475,2.0,0.0,3.0,21019.58424
1839,8.2,0.0,1.0,1.0,2.0,1578.867497
6151,0.0,0.0,4.0,4.0,3.0,0.0
1823,5.0760000000000005,0.0,1.0,1.0,2.0,817.4187992000002
763,0.0,0.0,6.0,0.0,0.0,1215.723956
4519,0.0,13.55555556,8.0,1.0,3.0,13699.656
3194,0.0,0.0,2.0,0.0,3.0,30204.04077
6656,0.0,0.0,4.0,3.0,1.0,0.0
5022,16.0,5.0,5.0,0.0,3.0,12716.43549
5448,0.0,0.0,4.0,0.0,3.0,0.0
4700,0.0,19.61111111,8.0,1.0,3.0,4187.6599
2194,9.35,0.0,1.0,1.0,3.0,2345.132179
4211,0.0,0.0,2.0,0.0,3.0,26839.86917
20,0.0,0.0,6.0,0.0,3.0,899.6080103
7395,0.0,0.0,4.0,3.0,1.0,0.0
2907,0.0,0.0,2.0,0.0,3.0,31153.536460000007
6268,0.0,0.0,4.0,4.0,3.0,0.0
6320,0.0,0.0,4.0,4.0,3.0,0.0
3927,26.96666667,22.3,2.0,0.0,3.0,29484.06957
7854,0.0,0.0,4.0,3.0,1.0,0.0
743,0.0,0.0,6.0,0.0,0.0,1049.449805
5382,0.0,0.0,4.0,0.0,3.0,0.0
4122,0.0,0.0,2.0,0.0,3.0,21853.54696
5443,0.0,0.0,4.0,4.0,3.0,0.0
6829,0.0,0.0,4.0,3.0,1.0,0.0
3636,0.0,0.0,2.0,0.0,2.0,26881.43454
2727,28.9,23.6,2.0,0.0,3.0,26825.86707
609,0.0,0.0,6.0,0.0,3.0,268.002352
2783,24.86666667,23.95,2.0,0.0,3.0,30123.29785
7592,0.0,0.0,4.0,3.0,1.0,0.0
2272,16.43,0.0,1.0,1.0,1.0,5621.268158
5908,0.0,0.0,4.0,0.0,1.0,0.0
1781,3.157,0.0,1.0,1.0,2.0,11796.15408
182,0.0,0.0,6.0,0.0,2.0,2294.405602
3554,0.0,0.0,2.0,0.0,2.0,65849.51427999999
5694,0.0,0.0,4.0,4.0,3.0,0.0
4344,0.0,12.55555556,8.0,2.0,3.0,12097.608
592,0.0,0.0,6.0,0.0,3.0,297.7521375
4535,0.0,11.72222222,8.0,1.0,3.0,8528.1789
2905,23.3,19.525,2.0,0.0,3.0,28983.01378
6370,0.0,0.0,4.0,0.0,1.0,0.0
5252,0.0,0.0,4.0,4.0,3.0,0.0
6349,0.0,0.0,4.0,0.0,1.0,0.0
3691,0.0,0.0,2.0,0.0,2.0,20471.35751
5876,0.0,0.0,4.0,0.0,1.0,0.0
2245,12.99,0.0,1.0,1.0,3.0,2034.579354
3774,0.0,0.0,2.0,0.0,2.0,34993.55892
1493,15.9,0.0,1.0,1.0,2.0,4942.143774
965,3.85,0.5,6.0,0.0,1.0,539.1575955
861,0.0,0.0,6.0,0.0,2.0,872.1299888
3228,0.0,0.0,2.0,0.0,3.0,14518.22654
6636,0.0,0.0,4.0,3.0,1.0,0.0
1039,31.7875,23.85,7.0,3.0,2.0,4645.49695
2431,4.115,0.0,1.0,1.0,2.0,1016.952243
1448,12.8625,6.2,7.0,3.0,1.0,4137.0265450000015
2332,27.27,0.0,1.0,0.0,2.0,38295.60783
5696,0.0,0.0,4.0,0.0,1.0,0.0
3820,0.0,0.0,2.0,0.0,2.0,17670.64169
1118,19.075,13.6,7.0,3.0,2.0,20983.85354
1457,10.325,6.6,7.0,3.0,1.0,11612.77185
5601,0.0,0.0,4.0,4.0,3.0,0.0
7781,0.0,0.0,4.0,3.0,1.0,0.0
5630,0.0,0.0,0.0,0.0,3.0,0.0
5024,16.0,4.0,5.0,0.0,3.0,9171.794745
6202,0.0,0.0,4.0,4.0,3.0,0.0
7399,0.0,0.0,4.0,3.0,1.0,0.0
1695,5.5,0.0,1.0,1.0,3.0,2617.25239
1884,7.83,0.0,1.0,1.0,2.0,3348.988816
7657,0.0,0.0,4.0,3.0,1.0,0.0
2538,16.06666667,16.025,2.0,0.0,3.0,30480.10252
5677,0.0,0.0,4.0,0.0,1.0,0.0
5811,0.0,0.0,4.0,0.0,1.0,0.0
1099,19.55,12.6,7.0,3.0,2.0,25831.14254
339,0.0,0.0,6.0,0.0,3.0,1379.84301
2423,2.9,0.0,1.0,1.0,2.0,1091.076287
3375,24.13333333,19.725,2.0,0.0,3.0,15306.48263
6064,0.0,0.0,4.0,0.0,1.0,0.0
3995,18.13333333,17.875,2.0,0.0,3.0,21641.15081
833,0.0,0.0,6.0,0.0,2.0,389.5721979
649,2.45,0.0,6.0,0.0,3.0,685.1070566000002
3735,26.83333333,23.875,2.0,0.0,2.0,35372.30133
3370,28.2,24.675,2.0,0.0,3.0,22953.01555
6091,0.0,0.0,4.0,0.0,1.0,0.0
1399,16.775,7.3,7.0,3.0,1.0,4415.036201
4470,0.0,9.94444444,8.0,1.0,3.0,10558.8403
1038,24.4875,22.0,7.0,3.0,2.0,5375.160766
18,0.0,0.0,6.0,0.0,3.0,908.8340079
