,Air_Temp_DEGC,Soil_Temp_DEGC,Soil_Classification,Crop,Fert_Ammend_Class,target
16,0.0,0.0,6.0,0.0,3.0,896.9026549
1858,12.97,0.0,1.0,1.0,2.0,2453.816056
211,0.0,0.0,6.0,0.0,0.0,636.5474228999999
4241,0.0,20.38888889,8.0,1.0,3.0,4494.138
6214,0.0,0.0,4.0,4.0,3.0,0.0
6867,0.0,0.0,4.0,3.0,1.0,0.0
7058,0.0,0.0,4.0,3.0,1.0,0.0
5710,0.0,0.0,4.0,4.0,3.0,0.0
4438,0.0,9.94444444,8.0,1.0,3.0,8822.3496
22,0.0,0.0,6.0,0.0,3.0,890.3820127
6500,0.0,0.0,4.0,4.0,3.0,0.0
3332,0.0,0.0,2.0,0.0,3.0,36894.70122
2253,18.42,0.0,1.0,1.0,2.0,9020.870447
5375,0.0,0.0,0.0,0.0,3.0,0.0
6569,0.0,0.0,4.0,3.0,1.0,0.0
5276,0.0,0.0,4.0,4.0,3.0,0.0
5435,0.0,0.0,4.0,4.0,3.0,0.0
3480,27.63333333,22.825,2.0,0.0,1.0,38658.21883
6883,0.0,0.0,4.0,3.0,1.0,0.0
5398,0.0,0.0,4.0,0.0,3.0,0.0
1715,10.1,0.0,1.0,1.0,3.0,2005.806252
4804,0.0,7.55555556,8.0,1.0,3.0,5155.7129
15,0.0,0.0,6.0,0.0,3.0,880.3583031
6283,0.0,0.0,4.0,4.0,3.0,0.0
1361,31.0375,26.95,7.0,3.0,1.0,3108.839605
5456,0.0,0.0,0.0,0.0,3.0,0.0
1986,18.15,0.0,1.0,1.0,3.0,8278.473863
4701,0.0,18.16666667,8.0,1.0,3.0,2744.6694
6171,0.0,0.0,4.0,0.0,1.0,0.0
7433,0.0,0.0,4.0,3.0,1.0,0.0
2189,7.745,0.0,1.0,1.0,2.0,2909.394677
7332,0.0,0.0,4.0,3.0,1.0,0.0
5668,0.0,0.0,4.0,4.0,3.0,0.0
3821,25.33333333,21.95,2.0,0.0,2.0,17515.38148
2255,18.42,0.0,1.0,1.0,2.0,6190.456721000001
7152,0.0,0.0,4.0,3.0,1.0,0.0
4041,29.66666667,24.775,2.0,0.0,3.0,9398.72738
5248,0.0,0.0,0.0,0.0,3.0,0.0
4287,0.0,19.27777778,8.0,1.0,3.0,12630.73
5682,0.0,0.0,4.0,0.0,1.0,0.0
2181,9.17,0.0,1.0,1.0,1.0,904.6908323
6364,0.0,0.0,4.0,4.0,3.0,0.0
1540,12.6,0.0,1.0,1.0,1.0,4458.115345
4375,0.0,11.83333333,8.0,1.0,3.0,5881.03
4815,0.0,13.61111111,8.0,1.0,3.0,0.0
6004,0.0,0.0,4.0,0.0,1.0,0.0
4789,0.0,14.94444444,8.0,1.0,3.0,5842.3198
6510,0.0,0.0,4.0,0.0,1.0,0.0
7806,0.0,0.0,4.0,3.0,1.0,0.0
5896,0.0,0.0,4.0,0.0,1.0,0.0
7770,0.0,0.0,4.0,3.0,1.0,0.0
5846,0.0,0.0,4.0,0.0,1.0,0.0
7626,0.0,0.0,4.0,3.0,1.0,0.0
5741,0.0,0.0,4.0,0.0,1.0,0.0
3548,0.0,0.0,2.0,0.0,1.0,16060.86209
7221,0.0,0.0,4.0,3.0,1.0,0.0
176,0.0,0.0,6.0,0.0,2.0,1205.024158
815,0.0,0.0,6.0,0.0,0.0,1490.859162
7368,0.0,0.0,4.0,3.0,1.0,0.0
1592,-3.0,0.0,1.0,1.0,1.0,1641.6823880000004
7506,0.0,0.0,4.0,3.0,1.0,0.0
5564,0.0,0.0,4.0,4.0,3.0,0.0
2352,25.06,0.0,1.0,0.0,3.0,17815.72895
300,0.0,0.0,6.0,0.0,3.0,549.4541642999999
6779,0.0,0.0,4.0,3.0,1.0,0.0
2759,0.0,0.0,2.0,0.0,3.0,31926.40089
6340,0.0,0.0,4.0,4.0,3.0,0.0
5733,0.0,0.0,4.0,4.0,3.0,0.0
3949,0.0,0.0,2.0,0.0,3.0,23941.25997
3347,26.96666667,22.3,2.0,0.0,3.0,39430.36457
3422,16.86666667,15.875,2.0,0.0,1.0,14150.83436
29,0.0,0.0,6.0,0.0,3.0,858.0910212000001
6347,0.0,0.0,4.0,4.0,3.0,0.0
6451,0.0,0.0,4.0,4.0,3.0,0.0
5863,0.0,0.0,4.0,4.0,3.0,0.0
3280,0.0,0.0,2.0,0.0,3.0,18172.99376
3382,21.0,19.925,2.0,0.0,3.0,17345.70651
5219,0.0,0.0,4.0,4.0,3.0,0.0
1920,18.4,0.0,1.0,1.0,2.0,25337.18483
7001,0.0,0.0,4.0,3.0,1.0,0.0
6001,0.0,0.0,4.0,4.0,3.0,0.0
5786,0.0,0.0,4.0,4.0,3.0,0.0
565,0.0,0.0,6.0,0.0,3.0,509.3360143
3641,23.23333333,22.65,2.0,0.0,2.0,25950.42162
6246,0.0,0.0,4.0,4.0,3.0,0.0
5893,0.0,0.0,4.0,4.0,3.0,0.0
4466,0.0,9.72222222,8.0,1.0,3.0,7170.3568
3791,25.16666667,22.45,2.0,0.0,2.0,36182.54062
675,0.0,0.0,6.0,0.0,1.0,414.6951617
2717,0.0,0.0,2.0,0.0,3.0,20754.40423
2051,8.43,0.0,1.0,1.0,3.0,7238.926268000001
3654,0.0,0.0,2.0,0.0,2.0,36231.68943
2756,0.0,0.0,2.0,0.0,3.0,31440.02738
4547,0.0,13.16666667,8.0,1.0,3.0,13575.4943
5982,0.0,0.0,4.0,4.0,3.0,0.0
5983,0.0,0.0,4.0,0.0,1.0,0.0
5777,0.0,0.0,4.0,0.0,1.0,0.0
2229,8.68,0.0,1.0,1.0,1.0,1717.9949370000004
2281,11.9,0.0,1.0,1.0,2.0,3895.340255
6677,0.0,0.0,4.0,3.0,1.0,0.0
146,0.0,0.0,6.0,0.0,2.0,1726.272507
60,0.0,0.0,6.0,0.0,1.0,750.8795647000002
3579,0.0,0.0,2.0,0.0,2.0,24706.90473
3066,25.16666667,22.45,2.0,0.0,3.0,22747.48352
5635,0.0,0.0,4.0,4.0,3.0,0.0
832,0.0,0.0,6.0,0.0,2.0,450.87446560000006
1474,13.7,0.0,1.0,1.0,2.0,5056.818725
4,0.0,0.0,6.0,0.0,3.0,698.3704334
6143,0.0,0.0,4.0,4.0,3.0,0.0
7159,0.0,0.0,4.0,3.0,1.0,0.0
1900,27.03,0.0,1.0,1.0,2.0,21150.0573
3276,0.0,0.0,2.0,0.0,3.0,22511.88461
708,0.0,0.0,6.0,0.0,1.0,1511.545332
1333,5.875,0.2,7.0,3.0,1.0,3644.582856
3467,0.0,0.0,2.0,0.0,1.0,30279.643160000003
6866,0.0,0.0,4.0,3.0,1.0,0.0
7002,0.0,0.0,4.0,3.0,1.0,0.0
5621,0.0,0.0,4.0,0.0,3.0,0.0
148,0.0,0.0,6.0,0.0,2.0,1705.671893
7029,0.0,0.0,4.0,3.0,1.0,0.0
5661,0.0,0.0,4.0,0.0,1.0,0.0
404,0.0,0.0,6.0,0.0,3.0,1364.53333
2153,-0.453,0.0,1.0,1.0,2.0,1260.759626
5064,0.0,0.0,5.0,0.0,3.0,0.0
5750,0.0,0.0,4.0,0.0,1.0,0.0
3287,0.0,0.0,2.0,0.0,3.0,20819.78317
3214,0.0,0.0,2.0,0.0,3.0,30405.44804
5987,0.0,0.0,4.0,0.0,1.0,0.0
3847,23.46666667,21.025,2.0,0.0,3.0,32048.04908
5582,0.0,0.0,4.0,0.0,3.0,0.0
3486,0.0,0.0,2.0,0.0,1.0,25837.75038
2903,0.0,0.0,2.0,0.0,3.0,28783.28212
3185,27.93333333,22.8,2.0,0.0,3.0,25884.62754
5313,0.0,0.0,4.0,4.0,3.0,0.0
7811,0.0,0.0,4.0,3.0,1.0,0.0
621,0.0,0.0,6.0,0.0,3.0,797.5491132999998
4458,0.0,8.5,8.0,2.0,3.0,16732.3424
274,0.0,0.0,6.0,0.0,3.0,495.2404917
4635,0.0,17.61111111,8.0,2.0,3.0,9052.7334
1891,5.327000000000001,0.0,1.0,1.0,1.0,833.0434041
4349,0.0,14.16666667,8.0,1.0,3.0,14856.194
828,0.0,0.0,6.0,0.0,2.0,705.8134963
5353,0.0,0.0,4.0,4.0,3.0,0.0
6344,0.0,0.0,4.0,4.0,3.0,0.0
5715,0.0,0.0,4.0,0.0,1.0,0.0
1327,19.55,13.4,7.0,3.0,1.0,23214.32934
2603,27.1,22.175,2.0,0.0,3.0,29046.12789
6097,0.0,0.0,4.0,4.0,3.0,0.0
1380,24.4875,21.75,7.0,3.0,1.0,4085.336738
1440,18.8375,16.35,7.0,3.0,1.0,37767.15267
2475,0.695,0.0,1.0,1.0,2.0,9104.432693
2589,28.2,24.05,2.0,0.0,3.0,34372.05266
3258,0.0,0.0,2.0,0.0,3.0,15740.56644
5980,0.0,0.0,4.0,4.0,3.0,0.0
2740,0.0,0.0,2.0,0.0,3.0,29578.43568
1673,12.6,0.0,1.0,1.0,2.0,5144.5269
6539,0.0,0.0,4.0,4.0,3.0,0.0
6682,0.0,0.0,4.0,3.0,1.0,0.0
492,0.0,0.0,6.0,0.0,1.0,742.9332718999998
1535,12.6,0.0,1.0,1.0,2.0,3981.457948
7768,0.0,0.0,4.0,3.0,1.0,0.0
1193,16.6875,13.25,7.0,3.0,2.0,12859.88108
1301,3.65,1.75,7.0,3.0,1.0,2541.98857
4242,0.0,20.72222222,8.0,1.0,3.0,16140.872
7075,0.0,0.0,4.0,3.0,1.0,0.0
5784,0.0,0.0,4.0,4.0,3.0,0.0
48,0.0,0.0,6.0,0.0,1.0,457.2370706
4073,0.0,0.0,2.0,0.0,3.0,35446.280889999995
2022,7.006,0.0,1.0,1.0,2.0,9240.2096
5763,0.0,0.0,4.0,0.0,1.0,0.0
2809,0.0,0.0,2.0,0.0,3.0,9744.151223
3222,0.0,0.0,2.0,0.0,3.0,26580.59094
6160,0.0,0.0,4.0,4.0,3.0,0.0
835,0.0,0.0,6.0,0.0,2.0,266.9676624
6579,0.0,0.0,4.0,3.0,1.0,0.0
5563,0.0,0.0,4.0,4.0,3.0,0.0
5298,0.0,0.0,4.0,4.0,3.0,0.0
5450,0.0,0.0,4.0,4.0,3.0,0.0
2068,7.951,0.0,1.0,1.0,2.0,2901.689142
731,0.0,0.0,6.0,0.0,1.0,1012.637656
906,0.0,0.0,6.0,0.0,1.0,601.0889291
6654,0.0,0.0,4.0,3.0,1.0,0.0
1918,18.4,0.0,1.0,1.0,2.0,23285.72579
3106,0.0,0.0,2.0,0.0,3.0,13719.85176
420,0.0,0.0,6.0,0.0,3.0,2549.819888
2470,7.577000000000001,0.0,1.0,1.0,2.0,5263.426106
2630,0.0,0.0,2.0,0.0,3.0,25601.33649
549,0.0,0.0,6.0,0.0,3.0,803.3909299
1542,7.6,0.0,1.0,1.0,2.0,7051.702553
3688,25.43333333,22.475,2.0,0.0,2.0,21897.97464
1551,7.6,0.0,1.0,1.0,1.0,2874.424542
201,0.0,0.0,6.0,0.0,0.0,905.791703
6552,0.0,0.0,4.0,4.0,3.0,0.0
5865,0.0,0.0,4.0,0.0,1.0,0.0
4579,0.0,17.66666667,8.0,1.0,3.0,15914.7496
4031,0.0,0.0,2.0,0.0,3.0,26429.73667
6387,0.0,0.0,4.0,4.0,3.0,0.0
2585,0.0,0.0,2.0,0.0,3.0,42844.13453
3632,0.0,0.0,2.0,0.0,2.0,27725.09932
4069,0.0,0.0,2.0,0.0,3.0,19145.01574
2035,7.006,0.0,1.0,1.0,1.0,6356.013669
2426,1.013,0.0,1.0,1.0,3.0,1700.1179489999995
2359,25.87,0.0,1.0,0.0,2.0,18001.01796
1486,12.15,0.0,1.0,1.0,2.0,5573.964325999998
2516,18.42,0.0,1.0,1.0,2.0,5781.846993
981,0.0,0.0,6.0,0.0,3.0,772.2796885
7330,0.0,0.0,4.0,3.0,1.0,0.0
5802,0.0,0.0,4.0,4.0,3.0,0.0
2766,0.0,0.0,2.0,0.0,3.0,25030.62542
3204,24.8,22.725,2.0,0.0,3.0,33941.16521
2077,7.951,0.0,1.0,1.0,1.0,2892.368401
4667,0.0,16.77777778,8.0,2.0,3.0,22869.9057
5305,0.0,0.0,4.0,4.0,3.0,0.0
2840,0.0,0.0,2.0,0.0,3.0,22295.18459
296,0.0,0.0,6.0,0.0,3.0,654.638849
4898,27.1,24.0,5.0,0.0,3.0,46008.78692
2526,9.35,0.0,1.0,1.0,2.0,0.0
1398,11.925,6.45,7.0,3.0,1.0,3899.826919
3764,0.0,0.0,2.0,0.0,2.0,33484.58309
4090,26.76666667,23.175,2.0,0.0,3.0,22986.21069
5078,-3.33163265,0.0,5.0,0.0,3.0,1074.585288
5075,0.0,0.0,5.0,0.0,3.0,0.0
6574,0.0,0.0,4.0,3.0,1.0,0.0
25,0.0,0.0,6.0,0.0,3.0,876.5430162999999
3191,0.0,0.0,2.0,0.0,3.0,32710.19119
7384,0.0,0.0,4.0,3.0,1.0,0.0
7539,0.0,0.0,4.0,3.0,1.0,0.0
6046,0.0,0.0,4.0,4.0,3.0,0.0
6505,0.0,0.0,4.0,0.0,1.0,0.0
5739,0.0,0.0,4.0,4.0,3.0,0.0
4794,0.0,15.33333333,8.0,2.0,3.0,3038.3782
7278,0.0,0.0,4.0,3.0,1.0,0.0
2724,0.0,0.0,2.0,0.0,3.0,25118.38967
4952,11.0,12.0,5.0,0.0,3.0,32093.464410000004
21,0.0,0.0,6.0,0.0,3.0,894.9950115
2260,16.43,0.0,1.0,1.0,2.0,2913.420344
4652,0.0,19.11111111,8.0,1.0,3.0,11215.528
7648,0.0,0.0,4.0,3.0,1.0,0.0
6791,0.0,0.0,4.0,3.0,1.0,0.0
6037,0.0,0.0,4.0,4.0,3.0,0.0
6813,0.0,0.0,4.0,3.0,1.0,0.0
1174,11.075,2.4,7.0,3.0,2.0,1468.741102
1164,22.3375,13.0,7.0,3.0,2.0,11012.23511
4791,0.0,16.27777778,8.0,1.0,3.0,2813.4925
250,0.0,0.0,6.0,0.0,0.0,669.3889212
4178,0.0,0.0,2.0,0.0,3.0,30195.29244
3799,0.0,0.0,2.0,0.0,2.0,41281.78885
2497,9.17,0.0,1.0,1.0,3.0,1314.645655
4739,0.0,19.05555556,8.0,1.0,3.0,6690.6215
2303,13.96,0.0,1.0,0.0,2.0,5421.4434409999985
2244,12.31,0.0,1.0,1.0,3.0,2408.851536
6352,0.0,0.0,4.0,4.0,3.0,0.0
7013,0.0,0.0,4.0,3.0,1.0,0.0
1068,6.725,-0.1,7.0,3.0,2.0,1077.161015
704,12.65,0.0,6.0,0.0,1.0,1662.089156
1892,7.83,0.0,1.0,1.0,1.0,2658.30243
5709,0.0,0.0,4.0,0.0,1.0,0.0
7817,0.0,0.0,4.0,3.0,1.0,0.0
3492,26.96666667,22.3,2.0,0.0,1.0,33174.62691
3913,26.03333333,22.8,2.0,0.0,3.0,38221.00545
3947,0.0,0.0,2.0,0.0,3.0,26563.13484
2569,0.0,0.0,2.0,0.0,3.0,21388.56236
1593,-3.0,0.0,1.0,1.0,1.0,1765.963295
1011,33.975,31.8,7.0,3.0,2.0,116775.2922
4051,24.86666667,22.175,2.0,0.0,3.0,33808.16416
3427,0.0,0.0,2.0,0.0,1.0,16628.96447
5504,0.0,0.0,0.0,0.0,3.0,0.0
5904,0.0,0.0,4.0,0.0,1.0,0.0
6203,0.0,0.0,4.0,0.0,1.0,0.0
5097,15.12857143,0.2,5.0,0.0,3.0,2851.685293
1429,25.8625,24.75,7.0,3.0,1.0,41363.57186
3817,21.0,19.925,2.0,0.0,2.0,18136.42234
7692,0.0,0.0,4.0,3.0,1.0,0.0
7578,0.0,0.0,4.0,3.0,1.0,0.0
5329,0.0,0.0,4.0,4.0,3.0,0.0
333,3.85,0.0,6.0,0.0,3.0,675.0864475999998
247,0.0,0.0,6.0,0.0,0.0,707.5174322
3160,24.76666667,22.825,2.0,0.0,3.0,27391.37274
3803,27.96666667,24.8,2.0,0.0,2.0,29631.8592
2179,9.44,0.0,1.0,1.0,3.0,1522.013535
6274,0.0,0.0,4.0,0.0,1.0,0.0
3078,27.96666667,24.8,2.0,0.0,3.0,26812.68834
2500,9.44,0.0,1.0,1.0,1.0,1028.665168
7635,0.0,0.0,4.0,3.0,1.0,0.0
2705,23.03333333,21.9,2.0,0.0,3.0,16162.34661
6020,0.0,0.0,4.0,0.0,1.0,0.0
6796,0.0,0.0,4.0,3.0,1.0,0.0
7805,0.0,0.0,4.0,3.0,1.0,0.0
1090,26.1625,27.15,7.0,3.0,2.0,39320.02802
5652,0.0,0.0,4.0,4.0,3.0,0.0
7188,0.0,0.0,4.0,3.0,1.0,0.0
2793,0.0,0.0,2.0,0.0,3.0,15345.81759
2311,14.14,0.0,1.0,0.0,2.0,17581.05789
4710,0.0,18.5,8.0,1.0,3.0,8700.7209
7732,0.0,0.0,4.0,3.0,1.0,0.0
1172,8.2625,0.0,7.0,3.0,2.0,2231.52846
454,0.0,0.0,6.0,0.0,1.0,1771.138945
7258,0.0,0.0,4.0,3.0,1.0,0.0
571,0.0,0.0,6.0,0.0,3.0,489.7566036
4279,0.0,24.05555556,8.0,1.0,3.0,12969.258
887,0.0,0.0,6.0,0.0,2.0,809.071592
5332,0.0,0.0,4.0,4.0,3.0,0.0
6138,0.0,0.0,4.0,4.0,3.0,0.0
4827,0.0,0.0,3.0,1.0,1.0,1400.0
7123,0.0,0.0,4.0,3.0,1.0,0.0
6180,0.0,0.0,4.0,0.0,1.0,0.0
623,0.0,0.0,6.0,0.0,3.0,911.7535417
5634,0.0,0.0,4.0,4.0,3.0,0.0
1646,6.6,0.0,1.0,1.0,1.0,1967.263979
2600,0.0,0.0,2.0,0.0,3.0,31218.36199
892,0.0,0.0,6.0,0.0,2.0,1046.241832
4919,25.9,21.0,5.0,0.0,3.0,47902.98885
573,0.0,0.0,6.0,0.0,3.0,634.3821042999998
7752,0.0,0.0,4.0,3.0,1.0,0.0
1756,9.65,0.0,1.0,1.0,2.0,4464.686006
4506,0.0,10.55555556,8.0,2.0,3.0,7288.6628
7492,0.0,0.0,4.0,3.0,1.0,0.0
5037,-8.5,-0.5,5.0,0.0,3.0,3082.357121
345,0.0,0.0,6.0,0.0,3.0,2084.599572
130,0.0,0.0,6.0,0.0,2.0,1048.369024
1699,8.8,0.0,1.0,1.0,1.0,3552.846557
4846,0.0,21.26666667,3.0,1.0,1.0,22160.0
6026,0.0,0.0,0.0,0.0,1.0,0.0
7757,0.0,0.0,4.0,3.0,1.0,0.0
6759,0.0,0.0,4.0,3.0,1.0,0.0
5674,0.0,0.0,4.0,4.0,3.0,0.0
1401,12.7375,1.85,7.0,3.0,1.0,2280.642358
6529,0.0,0.0,4.0,0.0,1.0,0.0
2614,0.0,0.0,2.0,0.0,3.0,36272.14486
2650,24.13333333,19.725,2.0,0.0,3.0,15809.12851
3031,23.2,21.85,2.0,0.0,3.0,24772.58715
3097,0.0,0.0,2.0,0.0,3.0,12069.7334
2532,4.115,0.0,1.0,1.0,3.0,0.0
1117,11.875,4.35,7.0,3.0,2.0,11736.43271
729,0.0,0.0,6.0,0.0,1.0,843.4300254000002
1800,11.5,0.0,1.0,1.0,2.0,3307.615947
3992,23.46666667,21.025,2.0,0.0,3.0,30436.64097
3315,0.0,0.0,2.0,0.0,3.0,35231.62299
7281,0.0,0.0,4.0,3.0,1.0,0.0
6282,0.0,0.0,4.0,0.0,1.0,0.0
6286,0.0,0.0,4.0,0.0,1.0,0.0
1985,18.15,0.0,1.0,1.0,2.0,8064.471112
2767,26.96666667,22.3,2.0,0.0,3.0,25010.03064
197,0.0,0.0,6.0,0.0,0.0,1128.612159
7690,0.0,0.0,4.0,3.0,1.0,0.0
5372,0.0,0.0,4.0,4.0,3.0,0.0
2838,0.0,0.0,2.0,0.0,3.0,24162.47609
2312,13.59,0.0,1.0,0.0,2.0,9434.34399
2911,0.0,0.0,2.0,0.0,3.0,30917.59817
5088,14.74285714,0.8,5.0,0.0,3.0,4766.983371
1574,7.5,0.0,1.0,1.0,1.0,3508.418443
2138,3.192,0.0,1.0,1.0,2.0,1280.065029
4953,11.0,10.0,5.0,0.0,3.0,10649.23624
1371,28.7375,27.05,7.0,3.0,1.0,13580.54046
5866,0.0,0.0,0.0,0.0,1.0,0.0
7027,0.0,0.0,4.0,3.0,1.0,0.0
6576,0.0,0.0,4.0,3.0,1.0,0.0
475,0.0,0.0,6.0,0.0,1.0,1022.812544
2104,0.695,0.0,1.0,1.0,2.0,4321.895978000001
7354,0.0,0.0,4.0,3.0,1.0,0.0
7237,0.0,0.0,4.0,3.0,1.0,0.0
7698,0.0,0.0,4.0,3.0,1.0,0.0
1888,5.327000000000001,0.0,1.0,1.0,3.0,1506.202122
2328,23.11,0.0,1.0,0.0,3.0,6455.108033
822,0.0,0.0,6.0,0.0,2.0,1102.816982
4773,0.0,12.05555556,8.0,1.0,3.0,8487.2337
3232,28.36666667,22.075,2.0,0.0,3.0,22789.75971
7424,0.0,0.0,4.0,3.0,1.0,0.0
4481,0.0,8.27777778,8.0,1.0,3.0,2275.8856
2045,8.43,0.0,1.0,1.0,2.0,7803.5129
3405,20.26666667,19.425,2.0,0.0,1.0,29461.60592
7100,0.0,0.0,4.0,3.0,1.0,0.0
4721,0.0,18.72222222,8.0,1.0,3.0,5445.0113
6136,0.0,0.0,4.0,4.0,3.0,0.0
5143,17.62125,17.6,5.0,0.0,3.0,17388.7552
5743,0.0,0.0,4.0,4.0,3.0,0.0
2753,26.03333333,22.8,2.0,0.0,3.0,31082.144160000003
5599,0.0,0.0,0.0,0.0,3.0,0.0
7483,0.0,0.0,4.0,3.0,1.0,0.0
4946,30.7,20.0,5.0,0.0,3.0,64686.87556
311,0.0,0.0,6.0,0.0,3.0,342.9801091
7162,0.0,0.0,4.0,3.0,1.0,0.0
313,0.0,0.0,6.0,0.0,3.0,373.1715944
4039,28.2,24.05,2.0,0.0,3.0,30710.94678
6995,0.0,0.0,4.0,3.0,1.0,0.0
5593,0.0,0.0,4.0,4.0,3.0,0.0
3354,24.9,21.2,2.0,0.0,3.0,29827.757060000004
4915,30.9,26.0,5.0,0.0,3.0,69022.36136
5688,0.0,0.0,4.0,4.0,3.0,0.0
2976,0.0,0.0,2.0,0.0,3.0,32492.4743
189,11.85,0.0,6.0,0.0,2.0,3565.350618
5211,0.0,0.0,4.0,4.0,3.0,0.0
2163,-0.453,0.0,1.0,1.0,3.0,1697.092271
5900,0.0,0.0,4.0,4.0,3.0,0.0
6789,0.0,0.0,4.0,3.0,1.0,0.0
5158,19.6275,17.0,5.0,0.0,3.0,12688.4526
2480,3.192,0.0,1.0,1.0,2.0,1172.2643380000004
7004,0.0,0.0,4.0,3.0,1.0,0.0
3084,0.0,0.0,2.0,0.0,3.0,14938.68264
6308,0.0,0.0,4.0,4.0,3.0,0.0
1762,9.65,0.0,1.0,1.0,2.0,1833.623154
2288,10.1,0.0,1.0,1.0,2.0,4487.366457
7474,0.0,0.0,4.0,3.0,1.0,0.0
5874,0.0,0.0,4.0,4.0,3.0,0.0
2238,12.31,0.0,1.0,1.0,2.0,1888.494769
4316,0.0,20.94444444,8.0,1.0,3.0,9944.856
4165,19.83333333,19.875,2.0,0.0,3.0,15914.14543
5973,0.0,0.0,4.0,4.0,3.0,0.0
6238,0.0,0.0,4.0,4.0,3.0,0.0
3941,28.46666667,24.825,2.0,0.0,3.0,32905.39472
1055,13.7,5.1,7.0,3.0,2.0,5020.651796
2341,26.23,0.0,1.0,0.0,2.0,22138.44759
695,0.0,0.0,6.0,0.0,1.0,1270.600604
3035,0.0,0.0,2.0,0.0,3.0,27256.83362
3897,0.0,0.0,2.0,0.0,3.0,26738.94866
5223,0.0,0.0,4.0,0.0,3.0,0.0
7638,0.0,0.0,4.0,3.0,1.0,0.0
17,2.45,0.2,6.0,0.0,3.0,913.4470066
6232,0.0,0.0,4.0,4.0,3.0,0.0
6212,0.0,0.0,0.0,0.0,1.0,0.0
801,0.0,0.0,6.0,0.0,0.0,1126.281658
1307,16.6875,15.7,7.0,3.0,1.0,31703.43582
2190,9.35,0.0,1.0,1.0,2.0,2876.604254
4545,0.0,12.88888889,8.0,1.0,3.0,9799.1042
4531,0.0,11.61111111,8.0,1.0,3.0,9277.634
4580,0.0,17.05555556,8.0,1.0,3.0,6125.2857
706,0.0,0.0,6.0,0.0,1.0,1586.8172439999996
5949,0.0,0.0,4.0,4.0,3.0,0.0
4658,0.0,15.38888889,8.0,1.0,3.0,8398.7724
236,0.0,0.0,6.0,0.0,0.0,847.3219727
7224,0.0,0.0,4.0,3.0,1.0,0.0
6952,0.0,0.0,4.0,3.0,1.0,0.0
1874,14.42,0.0,1.0,1.0,1.0,2928.997611
7344,0.0,0.0,4.0,3.0,1.0,0.0
5428,0.0,0.0,4.0,4.0,3.0,0.0
3760,0.0,0.0,2.0,0.0,2.0,61918.50765
2757,24.76666667,23.2,2.0,0.0,3.0,31973.14943
4259,0.0,22.33333333,8.0,1.0,3.0,13421.92
6357,0.0,0.0,4.0,0.0,1.0,0.0
2853,19.6,21.0,2.0,0.0,3.0,19752.59447
3198,25.66666667,21.0,2.0,0.0,3.0,28260.41883
3527,21.0,19.925,2.0,0.0,1.0,15601.287219999998
4230,0.0,24.38888889,8.0,1.0,3.0,13717.238
2416,12.9,0.0,1.0,1.0,2.0,4073.476948
4861,0.0,0.0,3.0,1.0,1.0,280.0
364,0.0,0.0,6.0,0.0,3.0,744.5514524
591,0.0,0.0,6.0,0.0,3.0,355.5614868
3202,26.96666667,22.3,2.0,0.0,3.0,36146.64103
886,2.45,0.0,6.0,0.0,2.0,761.637544
2147,3.192,0.0,1.0,1.0,3.0,1359.04948
1114,8.925,4.0,7.0,3.0,2.0,9086.169211
1550,7.6,0.0,1.0,1.0,1.0,2885.24698
2145,3.192,0.0,1.0,1.0,3.0,838.3990637999998
1766,9.65,0.0,1.0,1.0,3.0,2429.854701
3686,0.0,0.0,2.0,0.0,2.0,20113.97431
1400,8.2625,0.1,7.0,3.0,1.0,1794.171284
112,0.0,0.0,6.0,0.0,2.0,1607.369778
3365,26.76666667,23.175,2.0,0.0,3.0,28618.641110000004
3186,0.0,0.0,2.0,0.0,3.0,29351.50577
7548,0.0,0.0,4.0,3.0,1.0,0.0
4957,11.0,10.0,5.0,0.0,3.0,22750.14723
7785,0.0,0.0,4.0,3.0,1.0,0.0
497,0.0,0.0,6.0,0.0,1.0,1789.682628
553,0.0,0.0,6.0,0.0,3.0,729.877201
5184,0.0,0.0,0.0,0.0,3.0,0.0
1504,5.98,0.0,1.0,1.0,2.0,3771.09344
6315,0.0,0.0,4.0,4.0,3.0,0.0
753,0.0,0.0,6.0,0.0,0.0,836.7305552
5115,11.74513889,9.1,5.0,0.0,3.0,14063.26999
3374,0.0,0.0,2.0,0.0,3.0,15868.50514
1093,30.3375,27.95,7.0,3.0,2.0,14507.14249
6643,0.0,0.0,4.0,3.0,1.0,0.0
6750,0.0,0.0,4.0,3.0,1.0,0.0
3828,22.26666667,21.375,2.0,0.0,2.0,11775.92103
3200,0.0,0.0,2.0,0.0,3.0,32203.52993
771,0.0,0.0,6.0,0.0,0.0,867.4553901
386,0.0,0.0,6.0,0.0,3.0,1441.437115
1212,18.8375,13.45,7.0,3.0,2.0,27833.74874
2736,29.66666667,24.775,2.0,0.0,3.0,28915.11793
3982,0.0,0.0,2.0,0.0,3.0,15530.51835
4628,0.0,16.94444444,8.0,1.0,3.0,9509.329
7479,0.0,0.0,4.0,3.0,1.0,0.0
4784,0.0,13.11111111,8.0,1.0,3.0,4767.4487
3738,0.0,0.0,2.0,0.0,2.0,35333.49295
7630,0.0,0.0,4.0,3.0,1.0,0.0
1605,8.4,0.0,1.0,1.0,2.0,254.0307681
4247,0.0,21.72222222,8.0,1.0,3.0,14085.864
